sample_id,physical_scenario_id,category,severity,truth_topology_id,truth_equivalence_set,truth_equivalence_member_count,truth_unique_under_observation,equivalence_evaluable,parameter_domain_truth,parameter_vector_hash,noiseless_cfr_hash,observation_hash,scientific_hash
stage4a7_1_pilot_0248,pilot_stage4a7_1_pilot_0248,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,6b058247e0c9227b5b3af417f7e975fbdea521a6bf42333b16c3b74970aac698,d718e70d9e7086281e9d2ab3a8e09a309b2ab4cab755c2c754f47519111ed8ba,d718e70d9e7086281e9d2ab3a8e09a309b2ab4cab755c2c754f47519111ed8ba,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0249,pilot_stage4a7_1_pilot_0249,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,520ef286b4da443a2e49530c26aacf30407a8219e7c83ffe13b414291f8bb5f7,7db7e3fe41bfc342af7dcf89392e495bbe17b6c054cd10fc373523f26e55eafa,7db7e3fe41bfc342af7dcf89392e495bbe17b6c054cd10fc373523f26e55eafa,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0250,pilot_stage4a7_1_pilot_0250,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,5700cbdb0ee1e2c94fa98ec3390b261a5d6f2e5a41d5bad9659feefe47238887,12e735645ecada0cf94cb10eeea6e18ee8b1540861cc0e2162d0e3f00fedbd24,12e735645ecada0cf94cb10eeea6e18ee8b1540861cc0e2162d0e3f00fedbd24,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0251,pilot_stage4a7_1_pilot_0251,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,89c40ad049a3d3ea42ae951e7d75c38e11d828d3163561fcb2cd7d74a78c7f6f,69477abadc629ad90faa62ee23edc1558ee29ef364fa24375f932170358e8f27,69477abadc629ad90faa62ee23edc1558ee29ef364fa24375f932170358e8f27,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0252,pilot_stage4a7_1_pilot_0252,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,34ec2942b7be0303a072efb0a26709bf62165876e3c598e7d55bca448da871fa,35da3ce6514a92552efa3da077e1e5e8798c19133d10f13e1cb487611626b63f,35da3ce6514a92552efa3da077e1e5e8798c19133d10f13e1cb487611626b63f,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0253,pilot_stage4a7_1_pilot_0253,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,65ea87c1be49b0e771866c210df26e20258331a3ba60c735cfaa0da83a3f4ce6,c0352e908756f1290fcff9dfe112077bfade205009a0c01c0b3ae06a52f24a01,c0352e908756f1290fcff9dfe112077bfade205009a0c01c0b3ae06a52f24a01,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0254,pilot_stage4a7_1_pilot_0254,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,8cb73a6ee2c41fe8f7d64ecc7d51bee9f47e88e15bf437c8822a55f1f25093ed,baf58c12ab027e81a60d3f60840022a10f069f3607b0ddb7187a452299edcdfa,baf58c12ab027e81a60d3f60840022a10f069f3607b0ddb7187a452299edcdfa,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0255,pilot_stage4a7_1_pilot_0255,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,071a456aa39e24ea78efea596d8fce778e9b2c1cecfb2cd17c1fce1d64d22206,3db975211d048e5fe251bf06a1af1d7223e77088c2644ac7932c6fad1ed9f172,3db975211d048e5fe251bf06a1af1d7223e77088c2644ac7932c6fad1ed9f172,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0256,pilot_stage4a7_1_pilot_0256,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,4f105fa4d127124ff94aee116e2954a9b7dcaf60460a2e1503bd4fab2653d96f,8f01f314b47f09d522e40034e25dee9183161b73f3ec14b8d45ff03e3dcae1e4,8f01f314b47f09d522e40034e25dee9183161b73f3ec14b8d45ff03e3dcae1e4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0257,pilot_stage4a7_1_pilot_0257,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,39d3fc63608bcb93fa6b0525230e105fb1014cf88a3cafa72e61ef8364cf639f,d98c6f4497ec355d8b7964a345ad9eff9ae6f260b256bb1353115d08274b8146,d98c6f4497ec355d8b7964a345ad9eff9ae6f260b256bb1353115d08274b8146,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0258,pilot_stage4a7_1_pilot_0258,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,65d9e326fba26313b16c57325df45e5eaf52d70161093f604666082935b1c9f5,2862b5d2c4a50cfea138a16a4d109e40dd696a36be037871b53ed1c115e74744,2862b5d2c4a50cfea138a16a4d109e40dd696a36be037871b53ed1c115e74744,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0259,pilot_stage4a7_1_pilot_0259,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,ea082ede07be349ea74e850fe1cd35b3b1b16a0818a552f30756de2d5d3711c4,cf0954d57ea7b0a97b0251f7311bce05278cec527433c3fe3236d72c368cd255,cf0954d57ea7b0a97b0251f7311bce05278cec527433c3fe3236d72c368cd255,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0260,pilot_stage4a7_1_pilot_0260,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,56278a8588fb56f7f35c5594e3dae7a935ace663783f25144c2bf8d11bc2fd4c,b735eda1cd4a2f637d5e2655db51b7421941e6ab55eb09205521c921e906b3d5,b735eda1cd4a2f637d5e2655db51b7421941e6ab55eb09205521c921e906b3d5,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0261,pilot_stage4a7_1_pilot_0261,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,d5d27540560d02073e97d9f9c456ce591a1263fa5da3123d8134d24dab29564e,833a50f30a4fe9f4305ac7b41a11c8cdb775e98c29794c2f1b1db741f43fe34c,833a50f30a4fe9f4305ac7b41a11c8cdb775e98c29794c2f1b1db741f43fe34c,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0262,pilot_stage4a7_1_pilot_0262,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,6d102836b5fa9c192812215e10c8cf75d25e31d713d08b87201cab2a28a75cf1,ed4971ae19dee12e50a1714f047bc8554031fcec7f7483822462dc8720d55acc,ed4971ae19dee12e50a1714f047bc8554031fcec7f7483822462dc8720d55acc,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0263,pilot_stage4a7_1_pilot_0263,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,e3f9b3fb231065162441e81fc7947078beef5820b99a9beba420a94ce166c196,1501eb2e18b011eb07149222f3c45ecc16f0e801a3d7b546c7bf35909ccf23cc,1501eb2e18b011eb07149222f3c45ecc16f0e801a3d7b546c7bf35909ccf23cc,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0264,pilot_stage4a7_1_pilot_0264,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,752f70240d1889d978e0f404d6509ca53f7cf854c7311c3d1b187bf8278dfeb6,79bb8f982b1ba701f54f20a2b961911e2714b3592f0781491bd99f012dd26aea,79bb8f982b1ba701f54f20a2b961911e2714b3592f0781491bd99f012dd26aea,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0265,pilot_stage4a7_1_pilot_0265,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,18b9b4130ea681660755ac1c01e3e3621c8f0cbe3dd65306075c7b5908d20ac4,904f12c12cde154cf2c6c47dd685bb941077f0659067d6af1403d1f578cfbee0,904f12c12cde154cf2c6c47dd685bb941077f0659067d6af1403d1f578cfbee0,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0266,pilot_stage4a7_1_pilot_0266,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,a9864bfe40b45870df5ef97bc352bb338f9fc4570e9e2ddb7c0c6b560f01c021,a279e6ed60f9f917961f95a23166b8e420f9a91bbe7caf0083a3bdab29c661f8,a279e6ed60f9f917961f95a23166b8e420f9a91bbe7caf0083a3bdab29c661f8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0267,pilot_stage4a7_1_pilot_0267,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,c1e64f51c26b64edcc9796453055a2c8a317c1d71325d95cccd7c7f14642537c,d4072e48eb625852bda9764e6f22803b70897706274ec0f9901b0e3bc2f9b769,d4072e48eb625852bda9764e6f22803b70897706274ec0f9901b0e3bc2f9b769,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0268,pilot_stage4a7_1_pilot_0268,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,1ce0370909dffc1b20ba7ad3ee06551f0b9f5f84d010724907cb1458cfb6133f,491c3c0649b6096d6a6cf1df8829c428dfd075ef1c97928cff218eb85e32621e,491c3c0649b6096d6a6cf1df8829c428dfd075ef1c97928cff218eb85e32621e,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0269,pilot_stage4a7_1_pilot_0269,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,a83de12df90deb15f352ffa5090d41de1bc6a537c46a1439aefaefe9ae431df4,5a959d6a00258d0aed0a8f2c72da59731c16b113b5f80103743c0ecebe6611c8,5a959d6a00258d0aed0a8f2c72da59731c16b113b5f80103743c0ecebe6611c8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0270,pilot_stage4a7_1_pilot_0270,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,ddcaaaf3847e87ecda32a72207e0759b7836327ef8e8420d87e7df1e8c01f9ec,45581feee2e1e927af29910751037241d4e1488838a22e232fd960d5767f9ab8,45581feee2e1e927af29910751037241d4e1488838a22e232fd960d5767f9ab8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0271,pilot_stage4a7_1_pilot_0271,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,d0d8b8876ec2e51c0bb03ba9e89e950dbe74812b9063cb031b2e6d25c9032c8a,1f40a2d6d0a9f365a048fd28c9bdd1cf1cd1b4ba0c1f0095452c62e3024ec6c8,1f40a2d6d0a9f365a048fd28c9bdd1cf1cd1b4ba0c1f0095452c62e3024ec6c8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0272,pilot_stage4a7_1_pilot_0272,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,521a21ee17d6689f968b69404244c5c4a4aeb786608bae55b99ebc2b2471cfdf,4860bd68ba4d9b72b9e6437aca0bcc5c3a76f6fa70820f710b63a7eef3a942ad,4860bd68ba4d9b72b9e6437aca0bcc5c3a76f6fa70820f710b63a7eef3a942ad,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0273,pilot_stage4a7_1_pilot_0273,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,1586d72fc65c6c206c564394a5ef3b6ab539c74674366d66b19c814d036ac6d8,047889811947f1a50d93da286be95219cb009f4c9eb3567bfce8543eef83e09c,047889811947f1a50d93da286be95219cb009f4c9eb3567bfce8543eef83e09c,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0274,pilot_stage4a7_1_pilot_0274,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,2e345c67d21368c3c48bb9e1cf7007eaa4f4f26fcf16b68717bab187bcbb2e15,1e8a59f46f89036395f5e0232564692067b7c774419a3c579203f20895bc8b78,1e8a59f46f89036395f5e0232564692067b7c774419a3c579203f20895bc8b78,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0275,pilot_stage4a7_1_pilot_0275,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,0e1c824a370528e8efcc6b3301d215517f27254d8b44e713b76ba593ff2aaffa,f95e32a8ef7437b8f792f29b2b53747100bd61bd6c9cd5c888d63d393e351f65,f95e32a8ef7437b8f792f29b2b53747100bd61bd6c9cd5c888d63d393e351f65,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0276,pilot_stage4a7_1_pilot_0276,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,f2c5d1f2cbbfca77923bd6099754f244cbfb78ce12639bd5be530ee8eadfeef1,239505446afe9fe2b57ff4b989e783391a0d2edc4d64d505c77f0f5fdb6d44ae,239505446afe9fe2b57ff4b989e783391a0d2edc4d64d505c77f0f5fdb6d44ae,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0277,pilot_stage4a7_1_pilot_0277,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,16ce74cdad7ece8e934a2ffdc11a008c1ec972770d826d7dd6d7d1f188f6c63e,ebc2c76f1618136d5ebafd62d69b196ccf8bb6dabc8cbd055e8c2511d9643b76,ebc2c76f1618136d5ebafd62d69b196ccf8bb6dabc8cbd055e8c2511d9643b76,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0278,pilot_stage4a7_1_pilot_0278,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,7c4b997a4985fee2d17ae2ecd2da6375cbfb0f42a5bac94ffb13754e1399544a,b25d629f4e6db9cb5dfe3233e51e5fd48f8c4514f5dc4b249e69f4fd0bde81f9,b25d629f4e6db9cb5dfe3233e51e5fd48f8c4514f5dc4b249e69f4fd0bde81f9,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0279,pilot_stage4a7_1_pilot_0279,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,1fc644ac042df42392b81c340498fa937b89b764ca1a31b5a0e2f2a03577b179,e6b6184e1abde8c1265ee86cb52b7c8b9b436ba0d8594625bac3a51b29626b0d,e6b6184e1abde8c1265ee86cb52b7c8b9b436ba0d8594625bac3a51b29626b0d,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0280,pilot_stage4a7_1_pilot_0280,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,1b920123b9552f9a397df9feb7e5835814f5b2365d9b8426e6b0dfa0623b3128,1fab6d797e6b15792818d53aa8ef94eb8ce3e50b25130dc2aa4636f6e19f8ead,1fab6d797e6b15792818d53aa8ef94eb8ce3e50b25130dc2aa4636f6e19f8ead,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0281,pilot_stage4a7_1_pilot_0281,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,90c362d018d5b5e829573ce9b3c5363deaa2670b781e53a32b8d1f4035208c50,1866abe32e3c06acceab09952ec68af284a153dccdfa89144ccb1fda90b041d7,1866abe32e3c06acceab09952ec68af284a153dccdfa89144ccb1fda90b041d7,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0282,pilot_stage4a7_1_pilot_0282,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,740545f762dd2b401ca86f018b43a4a07e203a4ae6ac0a39e1ac0a4586865622,b6ca093ed96a21e03e3b92175edf281395b5dcbf950445fda33a2d073bd343e6,b6ca093ed96a21e03e3b92175edf281395b5dcbf950445fda33a2d073bd343e6,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0283,pilot_stage4a7_1_pilot_0283,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,57a2f832b46cebae9c43f77c4d4efd847b68a5ae6809686af09a0162a4f5bc9b,e4e3376f9f10ac3649254ddea6e18c4d325992c8ef00b42498ebcf9a21fb08a1,e4e3376f9f10ac3649254ddea6e18c4d325992c8ef00b42498ebcf9a21fb08a1,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0284,pilot_stage4a7_1_pilot_0284,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,73c0db823925cf85099dba30e0be96f02298f6005ec843a2f0d685df692b86eb,6bfd10ed76535de6f1d618a2581fc2ce1bf5e57ff73bb881b692af89d2b2b906,6bfd10ed76535de6f1d618a2581fc2ce1bf5e57ff73bb881b692af89d2b2b906,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0285,pilot_stage4a7_1_pilot_0285,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,82118f9d6199db51f55b76ef84e8249b88ac9c5a09ca40e696f181ccd15ace71,6b558e21626d867f5d362740698c24822bb2153ce3b6d76d30c3bb94b46da695,6b558e21626d867f5d362740698c24822bb2153ce3b6d76d30c3bb94b46da695,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0286,pilot_stage4a7_1_pilot_0286,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,8b27f09d185190f2e0048744bf1658203b7fb80ad2b4f1044993c09c676010aa,eefddc0c98b5549b0f218c1d7da78e99fab2c50de19e9e4582f5a0e5cb39d238,eefddc0c98b5549b0f218c1d7da78e99fab2c50de19e9e4582f5a0e5cb39d238,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0287,pilot_stage4a7_1_pilot_0287,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,0181271756693b93343f67a05f771a710f189a1d3c9efeda50a7c7144d3bab63,74ac99433281c9babe983e90195d160cef857f58ae58f0b33a5dd0d9ec091c77,74ac99433281c9babe983e90195d160cef857f58ae58f0b33a5dd0d9ec091c77,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0288,pilot_stage4a7_1_pilot_0288,structure_out,not_applicable,OOG002,"OOG002",1,0,0,not_evaluable,d93d39c2cabcbaecdeec1f307877d85594d7544b07d59b818875235e0041b2ef,6f1732a76f067ccb653ab2ec3b96be092ffa7fb427b25e9d799346131a295289,6f1732a76f067ccb653ab2ec3b96be092ffa7fb427b25e9d799346131a295289,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0289,pilot_stage4a7_1_pilot_0289,structure_out,not_applicable,OOG003,"OOG003",1,0,0,not_evaluable,ada7324ad94c17d78192db45e1c6515c66174349fbaf14718266ff785c35f8de,828148111534ccada800cfb6751bc418e0d8599498b94d3707c099a3e68636e2,828148111534ccada800cfb6751bc418e0d8599498b94d3707c099a3e68636e2,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0290,pilot_stage4a7_1_pilot_0290,structure_out,not_applicable,OOG001,"OOG001",1,0,0,not_evaluable,512e287d5dc2bf743698a9776c2853194e71987c67dda8c5bc249fe6842811b1,8e3f038bb6d966ac1f291efddf6819de3fed2963faf79d953adf8d207526fb93,8e3f038bb6d966ac1f291efddf6819de3fed2963faf79d953adf8d207526fb93,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0291,pilot_stage4a7_1_pilot_0291,parameter_out,near,G001,"G001",1,1,1,out_of_domain,e9a29baf87f31c9bc11b32a5be0b9dcbb6a34d5659ee50c4bb128e7bc6353951,70c093db9ac88255a1c283f88c0fdd51191fa10f0fc14e004e9681efd8cfbf77,70c093db9ac88255a1c283f88c0fdd51191fa10f0fc14e004e9681efd8cfbf77,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0292,pilot_stage4a7_1_pilot_0292,parameter_out,medium,G002,"G002",1,1,1,out_of_domain,d83c3f9ce06c62b6e93d97a1c14243195b2465bb825e92cda7ad91d6e38fe27a,8ff4ffc33a91922541df6cd7da21f422447505278770c631d25336cbe7b8f445,8ff4ffc33a91922541df6cd7da21f422447505278770c631d25336cbe7b8f445,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0293,pilot_stage4a7_1_pilot_0293,parameter_out,far,G003,"G003",1,1,1,out_of_domain,248803d7b8885e0f21e90c92779c0301380d7ef4762839e7e470b11558edafb1,f8e109354ea5384977c685169e0c32fbb9350f101a52ae7c0c4e537ff29956d3,f8e109354ea5384977c685169e0c32fbb9350f101a52ae7c0c4e537ff29956d3,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0294,pilot_stage4a7_1_pilot_0294,parameter_out,near,G004,"G004",1,1,1,out_of_domain,09d69a1aa5408f94c4e71b654caa65933ca49fe3176d7a10268a255fd31c731c,29552d9d62bea0affd83cb64e19383d68ef1085a09a7739df4e054d172188563,29552d9d62bea0affd83cb64e19383d68ef1085a09a7739df4e054d172188563,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0295,pilot_stage4a7_1_pilot_0295,parameter_out,medium,G005,"G005",1,1,1,out_of_domain,1d993c1a3070acb0f2350a629d62a203bd6cae3d483d0caa640d268c9676b362,a57d111969e2b5857db7eb9af0e7003398f47a4a7baa03809f72420328051810,a57d111969e2b5857db7eb9af0e7003398f47a4a7baa03809f72420328051810,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0296,pilot_stage4a7_1_pilot_0296,parameter_out,far,G006,"G006",1,1,1,out_of_domain,78534f6a5a90fd53a91f422afcaa0b2eae466bc073f0e1668c9c902e05fd8ecd,85e2b61f4e6d67ec4bc61584a88c7dee676acc2d32f2dc408534edf76ed6466a,85e2b61f4e6d67ec4bc61584a88c7dee676acc2d32f2dc408534edf76ed6466a,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0297,pilot_stage4a7_1_pilot_0297,parameter_out,near,G007,"G007",1,1,1,out_of_domain,233e48fe24ddd94eb5d1ef62eb4d801e6575c68fe52417fd5ddeaf19ac4d77fb,2a8d86779b0b14e18af51da0e8b35f21e914067c0bdf63daa91c4f2bd40238b1,2a8d86779b0b14e18af51da0e8b35f21e914067c0bdf63daa91c4f2bd40238b1,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0299,pilot_stage4a7_1_pilot_0299,parameter_out,medium,G002,"G002",1,1,1,out_of_domain,91e1e1bd59e00d6cf3eef9ce282c9fab46b74a299e1d96f9ee9af4533491eb80,0929efa13614f9148f43c4add16abb8720aeb3ca79b9e61cee869135e51cb970,0929efa13614f9148f43c4add16abb8720aeb3ca79b9e61cee869135e51cb970,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0300,pilot_stage4a7_1_pilot_0300,parameter_out,far,G003,"G003",1,1,1,out_of_domain,35e2f8ad070d7e2838405f92d8a052d8033a0da65b086e050002a6b537e75987,5c6d3cefd5d0db9ee355504c8ab2766842315edfd89cb9434591a3ff379594aa,5c6d3cefd5d0db9ee355504c8ab2766842315edfd89cb9434591a3ff379594aa,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0301,pilot_stage4a7_1_pilot_0301,parameter_out,near,G004,"G004",1,1,1,out_of_domain,97b31407b4a397fa4c40c0293e6909a33332c6f9938bab0bbcaa8f068a198429,a36a85f54e889197e83a85f711d4e0310c2afdefa054faa93d947c2919d508e4,a36a85f54e889197e83a85f711d4e0310c2afdefa054faa93d947c2919d508e4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0302,pilot_stage4a7_1_pilot_0302,parameter_out,medium,G005,"G005",1,1,1,out_of_domain,4ab9d5089e0af45dca64baae3e2482d9773ff1a475b96dc48e9d356a15cdcaf9,8167eaa14bf08bc90349ff460c4569df1830771c044ce5915f5d7d52980d0e43,8167eaa14bf08bc90349ff460c4569df1830771c044ce5915f5d7d52980d0e43,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0303,pilot_stage4a7_1_pilot_0303,parameter_out,far,G006,"G006",1,1,1,out_of_domain,6b02a3c824e1bb5faca51ab9c3dd9d4f1df8d21f31e8dba91d81a9e73cd8815b,64c440c2b8ca1233bbae5c0c71a572c49d14918842997449d0c32461158e7332,64c440c2b8ca1233bbae5c0c71a572c49d14918842997449d0c32461158e7332,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0304,pilot_stage4a7_1_pilot_0304,parameter_out,near,G007,"G007",1,1,1,out_of_domain,5112193e40912553b0d14a81a6c4c607172b1fa6699c141a594294b2d9441285,6ca695c2e707c2ba33d75cc82a066910a3fae67cfea3edcf7bd576a13e2a5d23,6ca695c2e707c2ba33d75cc82a066910a3fae67cfea3edcf7bd576a13e2a5d23,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0306,pilot_stage4a7_1_pilot_0306,parameter_out,medium,G002,"G002",1,1,1,out_of_domain,6fc889afe5ad22bf5a0cdb11aa5503b216836488f8836f31fb0c58b8dd7db6fa,6e7e9aa905c295e11b5540ef368964c42308728ed6fa79b980e4cae5a2171f1d,6e7e9aa905c295e11b5540ef368964c42308728ed6fa79b980e4cae5a2171f1d,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
